loan_amnt,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
12000,12000,12000,60 months, ,17.57,D,D2,Group Reservation Sales,10+ years,MORTGAGE,50000,773xx,TX,26.52,0,1,59,,11,0,5892,62,24,2146.98,0,0,0,0,59,INDIVIDUAL,61th week,0,0,153192,9500
20000,20000,10460.78,36 months,,12.84,C,C2,scholastic uniforms,4 years,OWN,45000,112xx,NY,19.12,0,5,,,18,0,14729,48.9,44,423.1,0,858.45,8.54,0,,INDIVIDUAL,9th week,0,,,
25000,25000,24950,60 months,BAT3563724,12.99,B,B4,Assistant principal,2 years,MORTGAGE,76000,809xx,CO,10.44,0,0,,,8,0,21908,24.4,54,5886.24,0,0,0,0,,INDIVIDUAL,113th week,0,0,407651,41300
21000,21000,21000,36 months, ,12.29,C,C1,Dentist,1 year,RENT,125000,278xx,NC,10.84,0,3,80,,7,0,12748,62,30,2048.01,0,0,0,0,86,INDIVIDUAL,48th week,0,0,54635,20600
25000,25000,24787.76085,60 months,BAT6445522,18.25,F,F1,Santander,< 1 year,MORTGAGE,65000,750xx,TX,19.31,0,2,,,15,0,19148,45.9,31,11763.8,0,0,0,0,,INDIVIDUAL,187th week,0,,,
12000,12000,12000,36 months,,10.99,B,B2,Manager,10+ years,RENT,49986,785xx,TX,26.84,0,0,,,9,0,7035,48.9,20,1911.58,0,0,0,0,,INDIVIDUAL,109th week,0,0,53759,14400
15000,15000,15000,36 months,BAT3840785,9.99,B,B3,Loan Ops Team Lead,4 years,MORTGAGE,45000,802xx,CO,18.77,0,0,,96,13,1,4966,23.8,18,415.23,0,0,0,0,,INDIVIDUAL,13th week,0,0,107093,20900
21000,21000,21000,60 months,,18.64,E,E1,Bank of America,10+ years,RENT,110000,930xx,CA,13.57,0,1,,,14,0,21357,92.3,36,10237.29,0,0,0,0,,INDIVIDUAL,183th week,0,,,
10000,10000,10000,36 months, ,15.59,D,D1,Accountant/ Bookeeper,< 1 year,RENT,41000,951xx,CA,8.96,0,1,,,10,0,7214,74.8,13,1344.96,0,0,0,0,,INDIVIDUAL,52th week,0,0,7214,11200
22875,22875,22875,36 months,BAT4106493,13.67,C,C4,alarm technician,1 year,MORTGAGE,52000,319xx,GA,13.11,0,0,,90,15,1,14931,45.4,31,225.84,0,0,0,0,,INDIVIDUAL,9th week,0,0,128722,32900
8400,8400,8400,36 months, ,13.61,C,C2,Pro-unlimited,< 1 year,RENT,65280,944xx,CA,22.19,0,1,28,,13,0,19165,59.3,18,1860.21,0,0,0,0,,INDIVIDUAL,148th week,0,,,
6400,6400,6400,36 months,BAT5241177,13.99,C,C4,Teacher,7 years,MORTGAGE,45000,335xx,FL,8.98,0,2,,,7,0,7734,56.5,13,283.33,0,0,0,0,,INDIVIDUAL,17th week,0,0,168086,13700
10000,10000,10000,36 months,BAT5662637,9.99,B,B3,Server,1 year,RENT,40000,331xx,FL,23.55,0,0,43,,18,0,10589,49.3,33,458.17,0,0,0,0,43,INDIVIDUAL,26th week,0,1776,62358,21500
18000,18000,18000,36 months, ,7.89,A,A5,Social Media Manager,< 1 year,MORTGAGE,66000,541xx,WI,36.64,0,0,,,14,0,42778,74.8,24,546.53,0,0,0,0,,INDIVIDUAL,22th week,0,0,211375,57200
32500,32500,32500,36 months,BAT6004464,10.99,B,B4,Store Manager,10+ years,MORTGAGE,65000,018xx,MA,13.68,0,0,30,,10,0,12211,63.9,19,416.71,0,0,0,0,,INDIVIDUAL,4th week,0,0,159422,19100
28800,28800,28800,60 months,BAT4106493,14.33,C,C5,senior accountant,4 years,MORTGAGE,60000,300xx,GA,23.61,0,0,,,12,0,29623,94.6,22,309.53,0,0,0,0,,INDIVIDUAL,4th week,0,0,230631,31300
15000,15000,15000,36 months, ,8.18,B,B1,Technical Support Analyst II,1 year,MORTGAGE,75000,995xx,AK,26.14,0,2,,,18,0,5720,15.3,32,292.37,0,0,0,0,,INDIVIDUAL,13th week,0,0,121005,37500
18500,18500,18450,60 months, ,14.33,C,C1,Terrebonne Motor Company,4 years,MORTGAGE,56980,703xx,LA,15.69,0,0,34,,6,0,11968,83.1,11,5514.13,0,0,0,0,,INDIVIDUAL,135th week,0,0,77663,14400
12000,12000,11975,60 months,BAT5748082,19.42,E,E3,southwest oilfield products inc.,10+ years,OWN,54000,770xx,TX,7.67,0,0,,,5,0,7773,49.8,8,2188.63,0,608.54,5.56,0,,INDIVIDUAL,57th week,0,,,
14000,14000,14000,36 months, ,10.99,B,B4,Telecommunications Technician,< 1 year,MORTGAGE,65000,207xx,MD,16.36,0,0,,86,4,1,9116,50.6,9,1134.21,0,0,0,0,,INDIVIDUAL,44th week,0,0,12492,18000
8000,8000,8000,36 months,BAT6004464,10.78,B,B4,Art Teacher,3 years,MORTGAGE,35000,456xx,OH,11.83,0,0,49,,27,0,6436,41.8,40,0,0,0,0,0,49,INDIVIDUAL,NAth week,0,0,231923,15400
9000,9000,9000,36 months, ,17.77,D,D1,Sony Electronics,3 years,OWN,35000,921xx,CA,8.43,0,1,,,4,0,8036,80.4,6,2347.29,0,0,0,0,,INDIVIDUAL,104th week,0,0,8036,10000
28000,28000,28000,60 months,,10.99,B,B4,On Site Manager,5 years,MORTGAGE,56000,339xx,FL,13.4,0,0,41,,13,0,23896,47.8,26,972.07,0,0,0,0,41,INDIVIDUAL,17th week,0,0,23896,50000
12000,12000,12000,36 months, ,15.31,C,C4,Accounting and Payroll,5 years,RENT,40000,973xx,OR,21.3,0,0,75,,11,0,8921,64.2,40,2445.13,0,0,0,0,75,INDIVIDUAL,91th week,0,270,14286,13900
18000,18000,18000,60 months, ,20.5,E,E2,Certified Transmissions (affordable),2 years,MORTGAGE,43000,630xx,MO,15.96,0,3,,,14,0,8799,40,23,9778.64,0,0,0,0,,INDIVIDUAL,191th week,0,,,
19500,19500,19500,60 months, ,13.35,C,C2,Commercial Loan Officer,1 year,MORTGAGE,71400,490xx,MI,26.18,0,0,,,20,0,20601,47.5,34,3654.9,0,0,0,0,,INDIVIDUAL,83th week,0,0,213597,43400
15000,15000,15000,60 months, ,14.65,C,C5,,n/a,RENT,30000,212xx,MD,25.24,0,0,,,19,0,14835,16.9,40,950.94,0,0,0,0,,INDIVIDUAL,26th week,0,0,28601,87900
16000,16000,16000,60 months, ,12.29,C,C1,Branch Manager,3 years,MORTGAGE,82000,450xx,OH,27.55,1,3,17,,21,0,12991,59.5,43,271.66,0,0,0,0,,INDIVIDUAL,4th week,0,0,288868,21600
25000,25000,25000,60 months,BAT3274746,17.57,D,D2,Welder,10+ years,OWN,86000,811xx,CO,15.88,0,0,,,10,0,13732,49.6,24,6520.82,0,0,0,0,,INDIVIDUAL,87th week,0,0,169033,27700
5000,5000,4975,36 months,BAT5903747,12.12,B,B3,U S Customs & Border Protection,10+ years,MORTGAGE,110000,900xx,CA,13.27,0,0,,,8,0,18743,79.1,35,987.36,0,0,0,0,,INDIVIDUAL,156th week,0,,,
25000,25000,25000,60 months,,18.55,E,E2,lvn,6 years,MORTGAGE,70000,935xx,CA,28.73,0,2,79,,22,0,23991,74.5,35,1902.99,0,0,0,0,79,INDIVIDUAL,26th week,0,0,192850,32200
8000,8000,8000,36 months,BAT4127326,10.49,B,B3,Scrub technician transcriptionist,3 years,RENT,40000,953xx,CA,19.32,1,1,22,,15,0,3700,28,33,817.8,0,0,0,0,22,INDIVIDUAL,61th week,0,4333,116021,13200
16000,16000,15950,36 months, ,10.99,B,B4,LVN,10+ years,MORTGAGE,68000,925xx,CA,11.58,0,0,56,,14,0,17287,58.2,25,678.26,0,0,0,0,56,INDIVIDUAL,22th week,0,0,19511,29700
10000,10000,10000,36 months,,12.99,C,C1,Senior Rig Supervisor,10+ years,MORTGAGE,112000,932xx,CA,10.24,0,0,35,,10,0,12765,62.3,25,1547.03,0,0,0,0,,INDIVIDUAL,78th week,0,0,147982,20500
11200,11200,11100,36 months, ,9.99,B,B3,Volunteer manager,10+ years,MORTGAGE,92000,958xx,CA,16.09,0,2,31,,17,0,33017,66.2,23,260.58,0,0,0,0,31,INDIVIDUAL,13th week,0,985,119829,49900
12000,12000,12000,36 months,BAT3404765,6.03,A,A1,HealthQuest Aliiance,< 1 year,MORTGAGE,122000,750xx,TX,10.53,0,0,,,9,0,12945,22.3,28,944.4,0,0,0,0,,INDIVIDUAL,91th week,0,0,198619,58062
24000,24000,24000,60 months,BAT6004464,17.97,D,D4,Diesel Electrician,10+ years,MORTGAGE,75000,707xx,LA,39.81,0,0,79,,14,0,13486,50.7,24,0,0,0,0,0,,INDIVIDUAL,NAth week,0,488,173511,26600
19125,19125,18850,36 months,,7.9,A,A4,WAVE Technology Solutions Group,2 years,RENT,115000,926xx,CA,6.57,0,0,,,7,0,6778,32.6,11,2417.53,0,0,0,0,,INDIVIDUAL,156th week,0,,,
28000,28000,27950,60 months,BAT3016651,19.99,E,E1,Director,7 years,MORTGAGE,4.00E+05,606xx,IL,5.38,1,5,4,,11,0,14732,30.8,22,4026.26,0,0,0,0,,INDIVIDUAL,39th week,0,0,731887,47800
2000,2000,2000,36 months,BAT4031849,11.55,B,B3,,10+ years,MORTGAGE,25000,334xx,FL,7.78,0,0,27,107,6,1,3703,22.9,7,353.4,0,0,0,0,,INDIVIDUAL,122th week,0,2859,48428,16200
10000,10000,10000,60 months, ,13.35,C,C2,gm,1 year,RENT,45000,820xx,WY,23.51,0,2,,,16,0,536,5,24,1789.07,0,0,0,0,,INDIVIDUAL,78th week,0,0,36166,10700
11600,11600,11600,36 months,BAT6004464,11.22,B,B5,Mobility Engineer,2 years,RENT,67009,432xx,OH,16.28,0,0,,,8,0,11599,96.7,11,94,0,0,0,0,,INDIVIDUAL,4th week,0,0,32739,12000
10625,10625,10625,36 months,BAT3938478,6.03,A,A1,painter,10+ years,OWN,118612,921xx,CA,10.35,0,0,,,11,0,28422,42,22,944.66,0,0,0,0,,INDIVIDUAL,117th week,0,0,816433,67600
4500,4500,4500,36 months, ,7.88,A,A5,A Touch of Italy,7 years,OWN,19200,083xx,NJ,5.44,0,1,,,7,0,3293,12.8,9,553.15,0,0,0,0,,INDIVIDUAL,139th week,0,,,
9000,9000,9000,36 months,BAT3840785,7.89,A,A5,International Scholar Visa Coordinator,6 years,RENT,45000,956xx,CA,5.71,0,0,,,10,0,16372,29.6,33,427.97,0,0,0,0,,INDIVIDUAL,35th week,0,0,16372,55300
14400,14400,14275,60 months, ,7.89,A,A5,Human Resources Manager,8 years,RENT,60000,800xx,CO,22.22,0,0,,,17,0,14857,43.6,41,454.08,0,0,0,0,,INDIVIDUAL,22th week,0,0,33033,34100
7000,7000,7000,36 months, ,10.99,B,B3,Graham Capital,1 year,RENT,2.00E+05,105xx,NY,12.83,0,2,,,11,0,28005,93.3,28,304.42,0,0,0,0,,INDIVIDUAL,22th week,0,,,
15000,15000,15000,60 months,,18.25,E,E1,buyer,10+ years,RENT,72000,672xx,KS,11.4,1,2,8,,7,0,7323,47.2,33,1101.51,0,0,0,0,8,INDIVIDUAL,22th week,0,0,15198,15500
10000,10000,10000,36 months, ,13.11,B,B4,Family Care Center,10+ years,MORTGAGE,40100,669xx,KS,17.33,2,1,15,,10,0,1907,28,39,2116.66,0,0,0,0,15,INDIVIDUAL,139th week,0,0,63742,6800
13800,13800,13800,36 months, ,12.69,C,C2,houskeeping,4 years,RENT,30000,117xx,NY,4.84,0,0,,,4,0,3204,46.4,6,417.98,0,0,0,0,,INDIVIDUAL,13th week,0,0,3204,6900
15000,15000,15000,60 months,,13.33,C,C3,Pastor,3 years,RENT,54000,993xx,WA,17.52,0,0,49,,9,0,12833,85,24,555.04,0,0,0,0,,INDIVIDUAL,13th week,0,0,35196,15100
25500,25500,25500,60 months, ,21,E,E2,"gulf coast health center, inc",3 years,MORTGAGE,97000,776xx,TX,17.81,0,1,,,12,0,22569,77.8,30,8913.73,0,0,0,0,,INDIVIDUAL,96th week,0,250,168000,29000
21000,21000,21000,36 months,,9.17,B,B2,autotech lead,10+ years,RENT,52000,150xx,PA,24.74,1,1,21,,19,0,5382,20.4,45,311.71,0,0,0,0,52,INDIVIDUAL,9th week,0,0,24574,26400
23725,23725,23725,60 months,BAT4127326,19.99,E,E3,Office manager,1 year,RENT,54000,109xx,NY,23.47,0,0,46,,14,0,21224,51.6,19,5102.15,0,0,0,0,,INDIVIDUAL,61th week,0,0,40118,41100
8000,8000,8000,36 months, ,12.88,C,C2,Worship Arts Director,8 years,OWN,58000,300xx,GA,24.99,0,0,,83,18,2,1185,8.9,21,0,0,0,0,0,,INDIVIDUAL,NAth week,0,148,84749,13312
17500,17500,17500,36 months,BAT5662637,10.99,B,B4,Accounting Instructor,1 year,MORTGAGE,54000,785xx,TX,27.56,0,0,,,24,0,17650,37.4,42,773.91,0,0,0,0,,INDIVIDUAL,26th week,0,0,157316,47200
19200,19200,19100,60 months,BAT4106493,12.59,C,C2,Driver,1 year,MORTGAGE,75000,601xx,IL,20.61,0,0,,102,23,1,11977,31.8,43,380.31,0,0,0,0,,INDIVIDUAL,9th week,0,344,175421,37700
12000,12000,12000,60 months, ,12.39,C,C1,Heavy Equipment Operator,3 years,MORTGAGE,75000,463xx,IN,10.4,0,1,70,74,4,1,3536,57,10,1372.41,0,0,0,0,,INDIVIDUAL,48th week,0,0,35258,6200
24000,24000,24000,36 months,BAT5060554,9.49,B,B2,,n/a,MORTGAGE,64000,730xx,OK,31.58,1,0,23,43,13,2,13649,70.4,30,1708.16,0,0,0,0,35,INDIVIDUAL,43th week,0,3935,310808,19400
13000,13000,13000,60 months,BAT3840785,18.55,E,E2,Purchasing Agent,10+ years,MORTGAGE,50000,986xx,WA,10.05,0,2,,84,6,1,4806,64.1,17,1348.98,0,0,0,0,,INDIVIDUAL,31th week,0,0,128103,7500
20000,20000,19750,60 months,BAT6248271,16.29,D,D2,Computer Technician,10+ years,RENT,57000,070xx,NJ,17.2,0,0,44,,5,0,15919,95.3,11,3498.48,0,0,0,0,,INDIVIDUAL,61th week,0,0,15919,16700
12000,12000,12000,60 months,,25.99,F,F5,Customer service manager,< 1 year,RENT,40000,210xx,MD,16.02,0,0,33,118,3,1,5415,70.3,5,491.66,0,0,0,0,,INDIVIDUAL,9th week,0,0,18335,7700
14400,14400,14400,36 months, ,11.53,B,B5,Purchasing Agent,< 1 year,MORTGAGE,40000,972xx,OR,13.2,0,0,,,9,0,17100,98.3,12,1107.68,0,0,0,0,,INDIVIDUAL,39th week,0,0,159124,17400
10000,10000,10000,60 months, ,12.69,C,C2,Inside sales,3 years,MORTGAGE,38000,601xx,IL,23.18,0,1,,,16,0,9570,31,18,374.31,0,0,0,0,,INDIVIDUAL,13th week,0,0,91081,31000
16000,16000,16000,36 months, ,9.99,B,B3,Executive Assistant,2 years,RENT,125000,950xx,CA,15.98,0,0,,,5,0,27049,95.2,16,965.94,0,0,0,0,,INDIVIDUAL,35th week,0,0,38515,28400
19200,19200,19200,60 months, ,16.55,D,D2,Associate Professor,< 1 year,RENT,92000,212xx,MD,34.92,0,1,,,20,0,51297,84.2,40,0,0,0,0,0,,INDIVIDUAL,NAth week,0,0,285227,60900
23000,23000,23000,36 months,,6.24,A,A2,Equipment Engineering Specialist,10+ years,MORTGAGE,90000,786xx,TX,14.76,0,0,,,20,0,18562,19.7,38,284.01,0,0,0,0,,INDIVIDUAL,13th week,0,0,200731,94300
20000,20000,20000,60 months, ,9.99,B,B3,CPA,6 years,MORTGAGE,95000,336xx,FL,18.04,0,0,,,14,0,11184,47,25,630.82,0,0,0,0,,INDIVIDUAL,22th week,0,0,233355,23800
18150,18150,18150,36 months,BAT5903747,16.29,C,C5,BDI,5 years,RENT,40000,544xx,WI,20.55,0,1,,,6,0,17849,90.6,13,4912.62,0,0,0,0,,INDIVIDUAL,156th week,0,,,
6000,6000,6000,36 months,,7.51,A,A3,Burnette Foods Inc,6 years,MORTGAGE,75000,490xx,MI,8.74,0,2,,,7,0,24391,75.5,18,630.69,0,0,0,0,,INDIVIDUAL,104th week,0,,,
7750,7750,7750,36 months,BAT4711174,11.99,B,B3,,n/a,RENT,42000,973xx,OR,12.34,0,0,81,,5,0,1834,25.8,16,1352.77,0,0,0,0,,INDIVIDUAL,109th week,0,1777,349763,7100
21000,21000,21000,60 months, ,11.99,B,B5,Manager,9 years,MORTGAGE,60000,265xx,WV,31.58,0,0,37,,13,0,11027,46.9,33,2666.1,0,0,0,0,,INDIVIDUAL,61th week,0,0,130570,23500
18000,18000,18000,36 months, ,6.24,A,A2,Senior Consultant,9 years,RENT,147000,191xx,PA,17.09,0,0,,,14,0,23147,65.8,28,437.93,0,0,0,0,,INDIVIDUAL,22th week,0,0,80960,35200
5000,5000,5000,36 months,BAT3780546,12.35,B,B4,Garrett County Board of Education,3 years,MORTGAGE,122500,215xx,MD,9.02,0,0,,49,8,1,8285,52.4,55,946.48,0,0,0,0,,INDIVIDUAL,117th week,0,0,166646,15800
12000,12000,12000,60 months, ,15.59,D,D1,Senior Office Assistant,10+ years,MORTGAGE,43000,952xx,CA,21.46,0,2,73,68,16,1,6810,33.9,44,1730.61,0,0,0,0,,INDIVIDUAL,52th week,0,0,87104,20100
13625,13625,13625,36 months,BAT5662637,10.99,B,B4,Manager,8 years,MORTGAGE,55000,170xx,PA,30.18,0,1,80,,14,0,12396,29.8,43,577.58,0,0,0,0,,INDIVIDUAL,26th week,0,0,204727,41600
16000,16000,16000,60 months,BAT5060554,9.49,B,B2,Freelance,n/a,RENT,40000,900xx,CA,23.25,0,0,71,,5,0,16608,89.8,10,1397.72,0,0,0,0,,INDIVIDUAL,52th week,0,0,19047,18500
21000,21000,21000,60 months, ,15.88,C,C4,Department of Defense,7 years,MORTGAGE,115000,226xx,VA,15.74,1,0,11,,7,0,21417,63.9,23,6478.94,0,0,0,0,,INDIVIDUAL,126th week,0,0,142394,33500
14000,14000,14000,60 months,BAT4127326,8.67,B,B1,technical services manager,8 years,MORTGAGE,77000,558xx,MN,14.65,0,0,,,5,0,17658,71.2,21,1199.85,0,0,0,0,,INDIVIDUAL,56th week,0,0,228820,24800
10000,10000,10000,36 months,BAT422167,14.65,C,C5,,n/a,RENT,52500,316xx,GA,20.65,1,0,16,87,10,2,10658,51.7,16,779.99,0,0,0,0,16,INDIVIDUAL,31th week,0,0,16370,20600
10000,10000,10000,60 months, ,15.61,D,D1,respiratory therapist,6 years,OWN,82000,060xx,CT,28.67,1,1,20,,33,0,21463,62.2,47,2142.09,0,0,0,0,,INDIVIDUAL,83th week,0,0,226033,34500
10050,10050,10050,36 months, ,16.99,D,D3,Traffic Analist,9 years,MORTGAGE,35000,780xx,TX,25.65,0,0,,,8,0,10530,81.6,12,1792.74,0,0,0,0,,INDIVIDUAL,65th week,0,0,131505,12900
16000,16000,15750,60 months, ,16.99,D,D3,Store Mamager,10+ years,MORTGAGE,106000,940xx,CA,31.26,0,1,,,6,0,26470,85.1,18,687.41,0,0,0,0,,INDIVIDUAL,13th week,0,0,222921,31100
18500,18500,18500,36 months,BAT4318899,14.31,C,C4,,n/a,MORTGAGE,64230,853xx,AZ,21.38,0,1,,,17,0,17687,66.7,22,1961.78,0,0,0,0,,INDIVIDUAL,43th week,0,0,216934,26500
35000,35000,35000,36 months,BAT4031849,16.78,C,C5,john hancock fiancial service,1 year,RENT,6.00E+05,334xx,FL,6.14,0,0,,48,13,1,2350,15.3,51,9184.26,0,0,0,0,,INDIVIDUAL,122th week,0,0,92021,15400
35000,35000,35000,60 months,BAT4106493,24.99,F,F4,Owner/President,9 years,RENT,125000,777xx,TX,12.24,0,1,69,,5,0,13276,53.1,30,631.69,0,0,0,0,,INDIVIDUAL,9th week,0,0,62012,25000
6000,6000,6000,36 months,BAT3016651,11.99,B,B3,head tech,5 years,RENT,39850,988xx,WA,18.86,0,1,,,7,0,4197,76.3,15,439.84,0,0,0,0,,INDIVIDUAL,35th week,0,1166,21185,5500
20000,20000,20000,36 months,BAT5319342,13.98,C,C3,Principal,10+ years,MORTGAGE,144000,115xx,NY,12.99,4,3,0,,12,0,23789,59.9,34,590,0,0,0,0,7,INDIVIDUAL,13th week,1,0,634073,31800
18200,18200,18200,36 months,BAT4664105,11.53,B,B5,Police Officer,8 years,MORTGAGE,115000,606xx,IL,2.96,0,0,,,8,0,10595,96.3,15,809.75,0,0,0,0,,INDIVIDUAL,22th week,0,0,346830,11000
1200,1200,1200,36 months,,12.29,C,C1,Social Worker,1 year,RENT,36000,991xx,WA,10.63,0,0,29,,8,0,3203,76.3,20,35.19,0,0,0,0,29,INDIVIDUAL,13th week,0,136,58965,4200
12500,12500,12500,60 months,,10.64,B,B4,Senior Store Manager,9 years,RENT,55000,430xx,OH,18.39,0,0,,,16,0,14028,37.9,24,92.36,0,0,0,0,,INDIVIDUAL,4th week,0,0,23479,37000
4000,4000,4000,36 months,BAT3058155,7.9,A,A4,Cambridge Management Co.,10+ years,RENT,52500,951xx,CA,24.16,0,0,48,,12,0,12824,46.9,20,505.46,0,0,0,0,,INDIVIDUAL,156th week,0,,,
25000,25000,25000,36 months,,8.19,A,A5,Registered Nurse,10+ years,OWN,70000,601xx,IL,20.42,0,0,50,,12,0,30463,59.8,28,1741.33,0,0,0,0,50,INDIVIDUAL,52th week,0,0,250735,50934
8000,8000,8000,36 months,BAT5260863,11.53,B,B5,Attorney,10+ years,MORTGAGE,172908,958xx,CA,14.09,0,2,29,,11,0,41785,80.7,18,220.07,0,0,0,0,,INDIVIDUAL,13th week,0,0,69155,51800
18000,18000,18000,60 months,BAT3563724,12.99,B,B4,Administrator,10+ years,MORTGAGE,59351,812xx,CO,16.78,0,1,,,10,0,17383,62.8,33,3819.22,0,0,0,0,,INDIVIDUAL,96th week,0,0,199280,28000
6225,6225,6225,36 months,BAT3563724,9.67,B,B1,Project Manager,6 years,RENT,45000,926xx,CA,24.99,1,2,8,,18,0,5958,32.9,31,868.65,0,0,0,0,,INDIVIDUAL,109th week,0,0,63482,18100
10100,10100,10100,60 months,,18.2,E,E1,Client Support Clerk,2 years,RENT,22000,030xx,NH,39.06,0,1,,,3,0,6245,97.6,6,289.46,0,0,0,0,,INDIVIDUAL,9th week,0,92,26924,6400
10000,10000,10000,36 months,BAT4106493,9.17,B,B2,Teacher,10+ years,MORTGAGE,80000,140xx,NY,4.25,1,1,22,95,10,1,6163,29.3,20,71.33,0,0,0,0,,INDIVIDUAL,9th week,0,0,192442,21000
4000,4000,4000,36 months,,13.98,C,C1,Enterprise Architect,5 years,MORTGAGE,130000,641xx,MO,12.65,0,0,,,8,0,30804,81.3,20,783.26,0,0,0,0,,INDIVIDUAL,100th week,0,0,40094,37900
3600,3600,3600,36 months,BAT3563724,15.1,C,C2,chief Engineer,10+ years,MORTGAGE,97000,991xx,WA,33.82,1,0,18,,14,0,21403,88.1,30,816.43,0,0,0,0,,INDIVIDUAL,113th week,0,851,74395,24300
25000,25000,25000,36 months,BAT6004464,5.32,A,A1,mechanic,< 1 year,MORTGAGE,140000,902xx,CA,15.76,0,0,,,15,0,137382,17.6,32,103.44,0,0,0,0,,INDIVIDUAL,4th week,0,0,658037,190200
20300,20300,20300,60 months,,16.99,D,D3,Teacher,8 years,MORTGAGE,96000,244xx,VA,37.34,0,1,46,,19,0,46854,82.5,25,0,0,0,0,0,46,INDIVIDUAL,NAth week,0,0,267208,56800
21600,21600,21600,60 months, ,13.66,C,C3,Hatchery Manager,3 years,MORTGAGE,76000,249xx,WV,9.77,0,0,56,,6,0,16722,95.6,20,2524.41,0,0,0,0,56,INDIVIDUAL,48th week,0,0,151362,17500
19400,19400,19400,36 months,BAT5737941,18.49,D,D2,Allegiant Air,9 years,MORTGAGE,95000,891xx,NV,21.57,0,0,79,,20,0,28813,72.8,37,2612.24,0,0,0,0,,INDIVIDUAL,43th week,0,,,
25000,25000,25000,60 months,BAT4268557,17.86,D,D5,CFO,10+ years,MORTGAGE,65000,410xx,KY,28.31,0,1,24,,16,0,29159,74.2,39,3514.2,0,0,0,0,,INDIVIDUAL,44th week,0,0,161483,39300
19100,19100,19100,36 months,BAT5060554,6.99,A,A3,Global Procurement Director,4 years,MORTGAGE,122000,303xx,GA,16.6,0,0,38,,14,0,30586,58.3,51,1140.13,0,0,0,0,,INDIVIDUAL,52th week,0,0,331327,52500
11550,11550,11500,60 months, ,18.92,D,D4,Support Mgr,3 years,MORTGAGE,48000,553xx,MN,20.38,0,3,,67,10,1,4421,48.1,45,3531.82,0,0,0,0,,INDIVIDUAL,96th week,0,0,187669,9200
15600,15600,15600,36 months,BAT4818662,18.99,E,E1,Federal Agent,10+ years,RENT,136419,902xx,CA,28.56,1,0,8,,22,0,33148,80.8,36,3727.28,0,0,0,0,8,INDIVIDUAL,83th week,0,0,75906,41000
5000,5000,5000,36 months,,5.32,A,A1,Financial service rep/ licensed banker,1 year,RENT,45000,707xx,LA,6.53,0,0,,,10,0,5541,14,24,61.1,0,0,0,0,,INDIVIDUAL,13th week,0,0,7855,39700
21000,21000,21000,36 months,BAT5241177,13.99,C,C4,PAINTER,1 year,RENT,52000,330xx,FL,19.96,0,0,33,,9,0,11372,63.5,20,775,0,0,0,0,33,INDIVIDUAL,17th week,0,0,34004,17900
6000,6000,6000,36 months, ,9.17,B,B2,Teacher,10+ years,OWN,35000,859xx,AZ,13.34,0,0,51,,11,0,4890,20,25,87.53,0,0,0,0,51,INDIVIDUAL,9th week,0,0,10967,24400
13775,13775,13775,60 months,BAT5241177,21.99,F,F1,Paralegal/Office Manager,10+ years,RENT,80000,917xx,CA,9.98,0,0,80,81,8,1,362,4.3,10,961.81,0,0,0,0,80,INDIVIDUAL,17th week,0,0,21625,8500
9000,9000,9000,36 months, ,10.99,B,B4,,n/a,MORTGAGE,80000,799xx,TX,27.72,0,0,,,8,0,13037,56.7,20,530.04,0,0,0,0,,INDIVIDUAL,31th week,0,1055,79721,23000
9025,9025,9025,36 months,BAT446479,11.67,B,B4,Service Manager,6 years,RENT,60000,939xx,CA,26.5,1,1,18,,9,0,28655,81.2,23,1147.04,0,0,0,0,,INDIVIDUAL,70th week,0,0,299281,35300
7200,7200,7200,36 months,,17.57,D,D4,Network Specialist,10+ years,MORTGAGE,60000,620xx,IL,33.52,3,0,8,,12,0,55025,66,27,394.02,0,0,0,0,,INDIVIDUAL,17th week,0,0,82035,62900
22250,22250,22250,60 months,BAT4138794,15.31,C,C2,VERIZON WIRELESS,10+ years,RENT,50000,926xx,CA,29.57,0,0,,,7,0,7087,71.6,22,3186.57,0,0,0,0,,INDIVIDUAL,52th week,0,0,44710,9900
15000,15000,15000,36 months, ,9.17,B,B2,,n/a,MORTGAGE,51000,219xx,MD,16.73,0,0,27,,4,0,14866,89.6,27,276.14,0,0,0,0,27,INDIVIDUAL,9th week,0,0,225754,16600
28000,28000,28000,36 months, ,13.33,C,C3,"VP, Client Relationship Manager",10+ years,RENT,108800,913xx,CA,9.35,0,0,,,8,0,21841,49.8,23,1717.03,0,0,0,0,,INDIVIDUAL,26th week,0,0,56338,43900
27000,27000,27000,60 months, ,13.66,C,C3,Computer Center Coordinator,10+ years,MORTGAGE,54000,800xx,CO,11.06,0,1,,,33,0,19901,11.6,60,2110.2,0,0,0,0,,INDIVIDUAL,30th week,0,0,58325,171000
